sim, account1,account2,account3,
 99, 0, 0, 1.14584e+06,
 99, 0, 0, 1.1481e+06,
 99, 0, 0, 1.15036e+06,
 99, 0, 0, 1.15262e+06,
 99, 0, 0, 1.15487e+06,
 99, 0, 0, 1.15713e+06,
 99, 0, 0, 1.15939e+06,
 99, 0, 0, 1.16165e+06,
 99, 0, 0, 1.16391e+06,
 99, 0, 0, 1.16625e+06,
 99, 0, 0, 1.16859e+06,
 99, 0, 0, 1.17093e+06,
 99, 0, 0, 1.17327e+06,
 99, 0, 0, 1.17561e+06,
 99, 0, 0, 1.17795e+06,
 99, 0, 0, 1.1803e+06,
 99, 0, 0, 1.18264e+06,
 99, 0, 0, 1.18498e+06,
 99, 0, 0, 1.18732e+06,
 99, 0, 0, 1.18966e+06,
 99, 0, 0, 1.192e+06,
 99, 0, 0, 1.19434e+06,
 99, 0, 0, 1.19668e+06,
 99, 0, 0, 1.19902e+06,
 99, 0, 0, 1.20137e+06,
 99, 0, 0, 1.20371e+06,
 99, 0, 0, 1.20605e+06,
 99, 0, 0, 1.20839e+06,
 99, 0, 0, 1.21073e+06,
 99, 0, 0, 1.21307e+06,
 99, 0, 0, 1.21541e+06,
 99, 0, 0, 1.21775e+06,
 99, 0, 0, 1.22009e+06,
 99, 0, 0, 1.22244e+06,
 99, 0, 0, 1.22478e+06,
 99, 0, 0, 1.22714e+06,
 99, 0, 0, 1.22951e+06,
 99, 0, 0, 1.23187e+06,
 99, 0, 0, 1.23424e+06,
 99, 0, 0, 1.2366e+06,
 99, 0, 0, 1.23896e+06,
 99, 0, 0, 1.24133e+06,
 99, 0, 0, 1.24369e+06,
 99, 0, 0, 1.24606e+06,
 99, 0, 0, 1.24842e+06,
 99, 0, 0, 1.25079e+06,
 99, 0, 0, 1.25315e+06,
 99, 0, 0, 1.25552e+06,
 99, 0, 0, 1.25788e+06,
 99, 0, 0, 1.26025e+06,
 99, 0, 0, 1.26261e+06,
 99, 0, 0, 1.26498e+06,
 99, 0, 0, 1.26734e+06,
 99, 0, 0, 1.2697e+06,
 99, 0, 0, 1.27207e+06,
 99, 0, 0, 1.27443e+06,
 99, 0, 0, 1.2768e+06,
 99, 0, 0, 1.27916e+06,
 99, 0, 0, 1.28153e+06,
 99, 0, 0, 1.28389e+06,
 99, 0, 0, 1.28626e+06,
 99, 0, 0, 1.28875e+06,
 99, 0, 0, 1.29125e+06,
 99, 0, 0, 1.29375e+06,
 99, 0, 0, 1.29624e+06,
 99, 0, 0, 1.29874e+06,
 99, 0, 0, 1.30123e+06,
 99, 0, 0, 1.30373e+06,
 99, 0, 0, 1.30623e+06,
 99, 0, 0, 1.30872e+06,
 99, 0, 0, 1.31122e+06,
 99, 0, 0, 1.31371e+06,
 99, 0, 0, 1.31621e+06,
 99, 0, 0, 1.31871e+06,
 99, 0, 0, 1.3212e+06,
 99, 0, 0, 1.3237e+06,
 99, 0, 0, 1.3262e+06,
 99, 0, 0, 1.32869e+06,
 99, 0, 0, 1.33119e+06,
 99, 0, 0, 1.33368e+06,
 99, 0, 0, 1.33618e+06,
 99, 0, 0, 1.33868e+06,
 99, 0, 0, 1.34117e+06,
 99, 0, 0, 1.34367e+06,
 99, 0, 0, 1.34616e+06,
 99, 0, 0, 1.34866e+06,
 99, 0, 0, 1.35116e+06,
 99, 0, 0, 1.35364e+06,
 99, 0, 0, 1.35613e+06,
 99, 0, 0, 1.35861e+06,
 99, 0, 0, 1.3611e+06,
 99, 0, 0, 1.36358e+06,
 99, 0, 0, 1.36607e+06,
 99, 0, 0, 1.36855e+06,
 99, 0, 0, 1.37104e+06,
 99, 0, 0, 1.37352e+06,
 99, 0, 0, 1.37601e+06,
 99, 0, 0, 1.3785e+06,
 99, 0, 0, 1.38098e+06,
 99, 0, 0, 1.38347e+06,
 99, 0, 0, 1.38595e+06,
 99, 0, 0, 1.38844e+06,
 99, 0, 0, 1.39092e+06,
 99, 0, 0, 1.39341e+06,
 99, 0, 0, 1.39589e+06,
 99, 0, 0, 1.39838e+06,
 99, 0, 0, 1.40086e+06,
 99, 0, 0, 1.40335e+06,
 99, 0, 0, 1.40583e+06,
 99, 0, 0, 1.40832e+06,
 99, 0, 0, 1.41081e+06,
 99, 0, 0, 1.41329e+06,
 99, 0, 0, 1.41578e+06,
 99, 0, 0, 1.41835e+06,
 99, 0, 0, 1.42092e+06,
 99, 0, 0, 1.42349e+06,
 99, 0, 0, 1.42606e+06,
 99, 0, 0, 1.42863e+06,
 99, 0, 0, 1.4312e+06,
 99, 0, 0, 1.43378e+06,
 99, 0, 0, 1.43635e+06,
 99, 0, 0, 1.43892e+06,
 99, 0, 0, 1.44149e+06,
 99, 0, 0, 1.44406e+06,
 99, 0, 0, 1.44663e+06,
 99, 0, 0, 1.4492e+06,
 99, 0, 0, 1.45177e+06,
 99, 0, 0, 1.45434e+06,
 99, 0, 0, 1.45692e+06,
 99, 0, 0, 1.45949e+06,
 99, 0, 0, 1.46206e+06,
 99, 0, 0, 1.46463e+06,
 99, 0, 0, 1.4672e+06,
 99, 0, 0, 1.46977e+06,
 99, 0, 0, 1.47234e+06,
 99, 0, 0, 1.47492e+06,
 99, 0, 0, 1.47749e+06,
 99, 0, 0, 1.48006e+06,
 99, 0, 0, 1.48263e+06,
 99, 0, 0, 1.48519e+06,
 99, 0, 0, 1.48774e+06,
 99, 0, 0, 1.4903e+06,
 99, 0, 0, 1.49286e+06,
 99, 0, 0, 1.49542e+06,
 99, 0, 0, 1.49798e+06,
 99, 0, 0, 1.50053e+06,
 99, 0, 0, 1.50309e+06,
 99, 0, 0, 1.50565e+06,
 99, 0, 0, 1.50821e+06,
 99, 0, 0, 1.51077e+06,
 99, 0, 0, 1.51332e+06,
 99, 0, 0, 1.51588e+06,
 99, 0, 0, 1.51844e+06,
 99, 0, 0, 1.521e+06,
 99, 0, 0, 1.52356e+06,
 99, 0, 0, 1.52611e+06,
 99, 0, 0, 1.52867e+06,
 99, 0, 0, 1.53123e+06,
 99, 0, 0, 1.53379e+06,
 99, 0, 0, 1.53635e+06,
 99, 0, 0, 1.5389e+06,
 99, 0, 0, 1.54146e+06,
 99, 0, 0, 1.54402e+06,
 99, 0, 0, 1.54658e+06,
 99, 0, 0, 1.54914e+06,
 99, 0, 0, 1.55175e+06,
 99, 0, 0, 1.55437e+06,
 99, 0, 0, 1.55698e+06,
 99, 0, 0, 1.5596e+06,
 99, 0, 0, 1.56221e+06,
 99, 0, 0, 1.56483e+06,
 99, 0, 0, 1.56744e+06,
 99, 0, 0, 1.57006e+06,
 99, 0, 0, 1.57267e+06,
 99, 0, 0, 1.57529e+06,
 99, 0, 0, 1.5779e+06,
 99, 0, 0, 1.58052e+06,
 99, 0, 0, 1.58314e+06,
 99, 0, 0, 1.58575e+06,
 99, 0, 0, 1.58837e+06,
 99, 0, 0, 1.59098e+06,
 99, 0, 0, 1.5936e+06,
 99, 0, 0, 1.59621e+06,
 99, 0, 0, 1.59883e+06,
 99, 0, 0, 1.60144e+06,
 99, 0, 0, 1.60406e+06,
 99, 0, 0, 1.60667e+06,
 99, 0, 0, 1.60929e+06,
 99, 0, 0, 1.6119e+06,
 99, 0, 0, 1.61452e+06,
 99, 0, 0, 1.61713e+06,
 99, 0, 0, 1.61969e+06,
 99, 0, 0, 1.62225e+06,
 99, 0, 0, 1.62481e+06,
 99, 0, 0, 1.62737e+06,
 99, 0, 0, 1.62993e+06,
 99, 0, 0, 1.63249e+06,
 99, 0, 0, 1.63505e+06,
 99, 0, 0, 1.63761e+06,
 99, 0, 0, 1.64017e+06,
 99, 0, 0, 1.64273e+06,
 99, 0, 0, 1.64528e+06,
 99, 0, 0, 1.64784e+06,
 99, 0, 0, 1.6504e+06,
 99, 0, 0, 1.65296e+06,
 99, 0, 0, 1.65552e+06,
 99, 0, 0, 1.65808e+06,
 99, 0, 0, 1.66064e+06,
 99, 0, 0, 1.6632e+06,
 99, 0, 0, 1.66576e+06,
 99, 0, 0, 1.66832e+06,
 99, 0, 0, 1.67088e+06,
 99, 0, 0, 1.67344e+06,
 99, 0, 0, 1.676e+06,
 99, 0, 0, 1.67856e+06,
 99, 0, 0, 1.68111e+06,
 99, 0, 0, 1.68367e+06,
 99, 0, 0, 1.68628e+06,
 99, 0, 0, 1.68889e+06,
 99, 0, 0, 1.6915e+06,
 99, 0, 0, 1.69411e+06,
 99, 0, 0, 1.69672e+06,
 99, 0, 0, 1.69932e+06,
 99, 0, 0, 1.70193e+06,
 99, 0, 0, 1.70454e+06,
 99, 0, 0, 1.70715e+06,
 99, 0, 0, 1.70976e+06,
 99, 0, 0, 1.71236e+06,
 99, 0, 0, 1.71497e+06,
 99, 0, 0, 1.71758e+06,
 99, 0, 0, 1.72019e+06,
 99, 0, 0, 1.7228e+06,
 99, 0, 0, 1.72541e+06,
 99, 0, 0, 1.72801e+06,
 99, 0, 0, 1.73062e+06,
 99, 0, 0, 1.73323e+06,
 99, 0, 0, 1.73584e+06,
 99, 0, 0, 1.73845e+06,
 99, 0, 0, 1.74106e+06,
 99, 0, 0, 1.74366e+06,
 99, 0, 0, 1.74627e+06,
 99, 0, 0, 1.74888e+06,
 99, 0, 0, 1.75149e+06,
 99, 0, 0, 1.75414e+06,
 99, 0, 0, 1.75679e+06,
 99, 0, 0, 1.75944e+06,
 99, 0, 0, 1.76209e+06,
 99, 0, 0, 1.76474e+06,
 99, 0, 0, 1.76739e+06,
 99, 0, 0, 1.77004e+06,
 99, 0, 0, 1.77269e+06,
 99, 0, 0, 1.77534e+06,
 99, 0, 0, 1.77799e+06,
 99, 0, 0, 1.78064e+06,
 99, 0, 0, 1.78329e+06,
 99, 0, 0, 1.78594e+06,
 99, 0, 0, 1.7886e+06,
 99, 0, 0, 1.79125e+06,
 99, 0, 0, 1.7939e+06,
 99, 0, 0, 1.79655e+06,
 99, 0, 0, 1.7992e+06,
 99, 0, 0, 1.80185e+06,
 99, 0, 0, 1.8045e+06,
 99, 0, 0, 1.80715e+06,
 99, 0, 0, 1.8098e+06,
 99, 0, 0, 1.81245e+06,
 99, 0, 0, 1.8151e+06,
 99, 0, 0, 1.81775e+06,
 99, 0, 0, 1.8204e+06,
 99, 0, 0, 1.82302e+06,
 99, 0, 0, 1.82564e+06,
 99, 0, 0, 1.82826e+06,
 99, 0, 0, 1.83087e+06,
 99, 0, 0, 1.83349e+06,
 99, 0, 0, 1.83611e+06,
 99, 0, 0, 1.83873e+06,
 99, 0, 0, 1.84135e+06,
 99, 0, 0, 1.84397e+06,
 99, 0, 0, 1.84658e+06,
 99, 0, 0, 1.8492e+06,
 99, 0, 0, 1.85182e+06,
 99, 0, 0, 1.85444e+06,
 99, 0, 0, 1.85706e+06,
 99, 0, 0, 1.85968e+06,
 99, 0, 0, 1.8623e+06,
 99, 0, 0, 1.86491e+06,
 99, 0, 0, 1.86753e+06,
 99, 0, 0, 1.87015e+06,
 99, 0, 0, 1.87277e+06,
 99, 0, 0, 1.87539e+06,
 99, 0, 0, 1.87801e+06,
 99, 0, 0, 1.88062e+06,
 99, 0, 0, 1.88324e+06,
 99, 0, 0, 1.88586e+06,
 99, 0, 0, 1.88848e+06,
 99, 0, 0, 1.89115e+06,
 99, 0, 0, 1.89382e+06,
 99, 0, 0, 1.8965e+06,
 99, 0, 0, 1.89917e+06,
 99, 0, 0, 1.90184e+06,
 99, 0, 0, 1.90451e+06,
 99, 0, 0, 1.90718e+06,
 99, 0, 0, 1.90986e+06,
 99, 0, 0, 1.91253e+06,
 99, 0, 0, 1.9152e+06,
 99, 0, 0, 1.91787e+06,
 99, 0, 0, 1.92054e+06,
 99, 0, 0, 1.92322e+06,
 99, 0, 0, 1.92589e+06,
 99, 0, 0, 1.92856e+06,
 99, 0, 0, 1.93123e+06,
 99, 0, 0, 1.93391e+06,
 99, 0, 0, 1.93658e+06,
 99, 0, 0, 1.93925e+06,
 99, 0, 0, 1.94192e+06,
 99, 0, 0, 1.94459e+06,
 99, 0, 0, 1.94727e+06,
 99, 0, 0, 1.94994e+06,
 99, 0, 0, 1.95261e+06,
 99, 0, 0, 1.95528e+06,
 99, 0, 0, 1.95795e+06,
 99, 0, 0, 1.96068e+06,
 99, 0, 0, 1.9634e+06,
 99, 0, 0, 1.96613e+06,
 99, 0, 0, 1.96885e+06,
 99, 0, 0, 1.97158e+06,
 99, 0, 0, 1.9743e+06,
 99, 0, 0, 1.97702e+06,
 99, 0, 0, 1.97975e+06,
 99, 0, 0, 1.98247e+06,
 99, 0, 0, 1.9852e+06,
 99, 0, 0, 1.98792e+06,
 99, 0, 0, 1.99065e+06,
 99, 0, 0, 1.99337e+06,
 99, 0, 0, 1.9961e+06,
 99, 0, 0, 1.99882e+06,
 99, 0, 0, 2.00154e+06,
 99, 0, 0, 2.00427e+06,
 99, 0, 0, 2.00699e+06,
 99, 0, 0, 2.00972e+06,
 99, 0, 0, 2.01244e+06,
 99, 0, 0, 2.01517e+06,
 99, 0, 0, 2.01789e+06,
 99, 0, 0, 2.02061e+06,
 99, 0, 0, 2.02334e+06,
 99, 0, 0, 2.02606e+06,
 99, 0, 0, 2.02879e+06,
 99, 0, 0, 2.03165e+06,
 99, 0, 0, 2.03452e+06,
 99, 0, 0, 2.03738e+06,
 99, 0, 0, 2.04024e+06,
 99, 0, 0, 2.04311e+06,
 99, 0, 0, 2.04597e+06,
 99, 0, 0, 2.04884e+06,
 99, 0, 0, 2.0517e+06,
 99, 0, 0, 2.05457e+06,
 99, 0, 0, 2.05743e+06,
 99, 0, 0, 2.06029e+06,
 99, 0, 0, 2.06316e+06,
 99, 0, 0, 2.06602e+06,
 99, 0, 0, 2.06889e+06,
 99, 0, 0, 2.07175e+06,
 99, 0, 0, 2.07461e+06,
 99, 0, 0, 2.07748e+06,
 99, 0, 0, 2.08034e+06,
 99, 0, 0, 2.08321e+06,
 99, 0, 0, 2.08607e+06,
 99, 0, 0, 2.08893e+06,
 99, 0, 0, 2.0918e+06,
 99, 0, 0, 2.09466e+06,
 99, 0, 0, 2.09753e+06,
 99, 0, 0, 2.10039e+06,
 99, 0, 0, 2.10326e+06,
 99, 0, 0, 2.10615e+06,
 99, 0, 0, 2.10904e+06,
 99, 0, 0, 2.11194e+06,
 99, 0, 0, 2.11483e+06,
 99, 0, 0, 2.11773e+06,
 99, 0, 0, 2.12062e+06,
 99, 0, 0, 2.12352e+06,
 99, 0, 0, 2.12641e+06,
 99, 0, 0, 2.12931e+06,
 99, 0, 0, 2.1322e+06,
 99, 0, 0, 2.1351e+06,
 99, 0, 0, 2.13799e+06,
 99, 0, 0, 2.14088e+06,
 99, 0, 0, 2.14378e+06,
 99, 0, 0, 2.14667e+06,
 99, 0, 0, 2.14957e+06,
 99, 0, 0, 2.15246e+06,
 99, 0, 0, 2.15536e+06,
 99, 0, 0, 2.15825e+06,
 99, 0, 0, 2.16115e+06,
 99, 0, 0, 2.16404e+06,
 99, 0, 0, 2.16693e+06,
 99, 0, 0, 2.16983e+06,
 99, 0, 0, 2.17272e+06,
 99, 0, 0, 2.17562e+06,
 99, 0, 0, 2.17851e+06,
 99, 0, 0, 2.18144e+06,
 99, 0, 0, 2.18438e+06,
 99, 0, 0, 2.18731e+06,
 99, 0, 0, 2.19024e+06,
 99, 0, 0, 2.19317e+06,
 99, 0, 0, 2.1961e+06,
 99, 0, 0, 2.19903e+06,
 99, 0, 0, 2.20196e+06,
 99, 0, 0, 2.20489e+06,
 99, 0, 0, 2.20782e+06,
 99, 0, 0, 2.21076e+06,
 99, 0, 0, 2.21369e+06,
 99, 0, 0, 2.21662e+06,
 99, 0, 0, 2.21955e+06,
 99, 0, 0, 2.22248e+06,
 99, 0, 0, 2.22541e+06,
 99, 0, 0, 2.22834e+06,
 99, 0, 0, 2.23128e+06,
 99, 0, 0, 2.23421e+06,
 99, 0, 0, 2.23714e+06,
 99, 0, 0, 2.24007e+06,
 99, 0, 0, 2.243e+06,
 99, 0, 0, 2.24593e+06,
 99, 0, 0, 2.24886e+06,
 99, 0, 0, 2.25179e+06,
 99, 0, 0, 2.25472e+06,
 99, 0, 0, 2.25772e+06,
 99, 0, 0, 2.26072e+06,
 99, 0, 0, 2.26372e+06,
 99, 0, 0, 2.26671e+06,
 99, 0, 0, 2.26971e+06,
 99, 0, 0, 2.27271e+06,
 99, 0, 0, 2.2757e+06,
 99, 0, 0, 2.2787e+06,
 99, 0, 0, 2.2817e+06,
 99, 0, 0, 2.28469e+06,
 99, 0, 0, 2.28769e+06,
 99, 0, 0, 2.29069e+06,
 99, 0, 0, 2.29368e+06,
 99, 0, 0, 2.29668e+06,
 99, 0, 0, 2.29968e+06,
 99, 0, 0, 2.30267e+06,
 99, 0, 0, 2.30567e+06,
 99, 0, 0, 2.30867e+06,
 99, 0, 0, 2.31166e+06,
 99, 0, 0, 2.31466e+06,
 99, 0, 0, 2.31766e+06,
 99, 0, 0, 2.32065e+06,
 99, 0, 0, 2.32365e+06,
 99, 0, 0, 2.32665e+06,
 99, 0, 0, 2.32964e+06,
 99, 0, 0, 2.33264e+06,
 99, 0, 0, 2.33571e+06,
 99, 0, 0, 2.33879e+06,
 99, 0, 0, 2.34186e+06,
 99, 0, 0, 2.34493e+06,
 99, 0, 0, 2.348e+06,
 99, 0, 0, 2.35108e+06,
 99, 0, 0, 2.35415e+06,
 99, 0, 0, 2.35722e+06,
 99, 0, 0, 2.3603e+06,
 99, 0, 0, 2.36337e+06,
 99, 0, 0, 2.36644e+06,
 99, 0, 0, 2.36951e+06,
 99, 0, 0, 2.37259e+06,
 99, 0, 0, 2.37566e+06,
 99, 0, 0, 2.37873e+06,
 99, 0, 0, 2.3818e+06,
 99, 0, 0, 2.38488e+06,
 99, 0, 0, 2.38795e+06,
 99, 0, 0, 2.39102e+06,
 99, 0, 0, 2.3941e+06,
 99, 0, 0, 2.39717e+06,
 99, 0, 0, 2.40024e+06,
 99, 0, 0, 2.40331e+06,
 99, 0, 0, 2.40639e+06,
 99, 0, 0, 2.40946e+06,
 99, 0, 0, 2.41253e+06,
 99, 0, 0, 2.41562e+06,
 99, 0, 0, 2.4187e+06,
 99, 0, 0, 2.42178e+06,
 99, 0, 0, 2.42487e+06,
 99, 0, 0, 2.42795e+06,
 99, 0, 0, 2.43103e+06,
 99, 0, 0, 2.43412e+06,
 99, 0, 0, 2.4372e+06,
 99, 0, 0, 2.44029e+06,
 99, 0, 0, 2.44337e+06,
 99, 0, 0, 2.44645e+06,
 99, 0, 0, 2.44954e+06,
 99, 0, 0, 2.45262e+06,
 99, 0, 0, 2.4557e+06,
 99, 0, 0, 2.45879e+06,
 99, 0, 0, 2.46187e+06,
 99, 0, 0, 2.46496e+06,
 99, 0, 0, 2.46804e+06,
 99, 0, 0, 2.47112e+06,
 99, 0, 0, 2.47421e+06,
 99, 0, 0, 2.47729e+06,
 99, 0, 0, 2.48037e+06,
 99, 0, 0, 2.48346e+06,
 99, 0, 0, 2.48654e+06,
 99, 0, 0, 2.48963e+06,
 99, 0, 0, 2.49271e+06,
 99, 0, 0, 2.49575e+06,
 99, 0, 0, 2.4988e+06,
 99, 0, 0, 2.50184e+06,
 99, 0, 0, 2.50488e+06,
 99, 0, 0, 2.50793e+06,
 99, 0, 0, 2.51097e+06,
 99, 0, 0, 2.51401e+06,
 99, 0, 0, 2.51706e+06,
 99, 0, 0, 2.5201e+06,
 99, 0, 0, 2.52314e+06,
 99, 0, 0, 2.52619e+06,
 99, 0, 0, 2.52923e+06,
 99, 0, 0, 2.53228e+06,
 99, 0, 0, 2.53532e+06,
 99, 0, 0, 2.53836e+06,
 99, 0, 0, 2.54141e+06,
 99, 0, 0, 2.54445e+06,
 99, 0, 0, 2.54749e+06,
 99, 0, 0, 2.55054e+06,
 99, 0, 0, 2.55358e+06,
 99, 0, 0, 2.55662e+06,
 99, 0, 0, 2.55967e+06,
 99, 0, 0, 2.56271e+06,
 99, 0, 0, 2.56575e+06,
 99, 0, 0, 2.5688e+06,
 99, 0, 0, 2.57184e+06,
 99, 0, 0, 2.57488e+06,
 99, 0, 0, 2.57792e+06,
 99, 0, 0, 2.58096e+06,
 99, 0, 0, 2.584e+06,
 99, 0, 0, 2.58704e+06,
 99, 0, 0, 2.59008e+06,
 99, 0, 0, 2.59312e+06,
 99, 0, 0, 2.59616e+06,
 99, 0, 0, 2.5992e+06,
 99, 0, 0, 2.60224e+06,
 99, 0, 0, 2.60528e+06,
 99, 0, 0, 2.60832e+06,
 99, 0, 0, 2.61136e+06,
 99, 0, 0, 2.6144e+06,
 99, 0, 0, 2.61744e+06,
 99, 0, 0, 2.62048e+06,
 99, 0, 0, 2.62352e+06,
 99, 0, 0, 2.62656e+06,
 99, 0, 0, 2.62961e+06,
 99, 0, 0, 2.63265e+06,
 99, 0, 0, 2.63569e+06,
 99, 0, 0, 2.63873e+06,
 99, 0, 0, 2.64177e+06,
 99, 0, 0, 2.64481e+06,
 99, 0, 0, 2.64785e+06,
 99, 0, 0, 2.65089e+06,
 99, 0, 0, 2.65397e+06,
 99, 0, 0, 2.65705e+06,
 99, 0, 0, 2.66013e+06,
 99, 0, 0, 2.66321e+06,
 99, 0, 0, 2.66629e+06,
 99, 0, 0, 2.66937e+06,
 99, 0, 0, 2.67245e+06,
 99, 0, 0, 2.67554e+06,
 99, 0, 0, 2.67862e+06,
 99, 0, 0, 2.6817e+06,
 99, 0, 0, 2.68478e+06,
 99, 0, 0, 2.68786e+06,
 99, 0, 0, 2.69094e+06,
 99, 0, 0, 2.69402e+06,
 99, 0, 0, 2.6971e+06,
 99, 0, 0, 2.70018e+06,
 99, 0, 0, 2.70326e+06,
 99, 0, 0, 2.70634e+06,
 99, 0, 0, 2.70943e+06,
 99, 0, 0, 2.71251e+06,
 99, 0, 0, 2.71559e+06,
 99, 0, 0, 2.71867e+06,
 99, 0, 0, 2.72175e+06,
 99, 0, 0, 2.72483e+06,
 99, 0, 0, 2.72791e+06,
 99, 0, 0, 2.73099e+06,
 99, 0, 0, 2.73412e+06,
 99, 0, 0, 2.73725e+06,
 99, 0, 0, 2.74038e+06,
 99, 0, 0, 2.74351e+06,
 99, 0, 0, 2.74664e+06,
 99, 0, 0, 2.74976e+06,
 99, 0, 0, 2.75289e+06,
 99, 0, 0, 2.75602e+06,
 99, 0, 0, 2.75915e+06,
 99, 0, 0, 2.76228e+06,
 99, 0, 0, 2.76541e+06,
 99, 0, 0, 2.76854e+06,
 99, 0, 0, 2.77166e+06,
 99, 0, 0, 2.77479e+06,
 99, 0, 0, 2.77792e+06,
 99, 0, 0, 2.78105e+06,
 99, 0, 0, 2.78418e+06,
 99, 0, 0, 2.78731e+06,
 99, 0, 0, 2.79043e+06,
 99, 0, 0, 2.79356e+06,
 99, 0, 0, 2.79669e+06,
 99, 0, 0, 2.79982e+06,
 99, 0, 0, 2.80295e+06,
 99, 0, 0, 2.80608e+06,
 99, 0, 0, 2.80921e+06,
 99, 0, 0, 2.81233e+06,
 99, 0, 0, 2.81233e+06,
 
